#gene1	gene2	strand1(gene/fusion)	strand2(gene/fusion)	breakpoint1	breakpoint2	site1	site2	type	split_reads1	split_reads2	discordant_mates	coverage1	coverage2	confidence	reading_frame	tags	retained_protein_domains	closest_genomic_breakpoint1	closest_genomic_breakpoint2	gene_id1	gene_id2	transcript_id1	transcript_id2	direction1	direction2	filters	fusion_transcript	peptide_sequence	read_identifiers
ENSG00000269693	ZNF20	-/-	-/-	chr19:12579324	chr19:12094594	3'UTR	intron	deletion	0	0	0	3	1	low	.	.	.	.	.	ENSG00000269693.1	ENSG00000132010.16	.	.	upstream	downstream	mismatches(1)	.	.	.
ENSG00000269693	ZNF788P	-/-	+/-	chr19:12579324	chr19:12094594	3'UTR	intron	deletion/5'-5'	0	0	0	3	1	low	.	.	.	.	.	ENSG00000269693.1	ENSG00000214189.10	.	.	upstream	downstream	mismatches(1)	.	.	.
ZNF490	ENSG00000290812	-/-	+/-	chr19:12579324	chr19:12094594	3'UTR	intron	deletion/5'-5'	0	0	0	3	1	low	.	.	.	.	.	ENSG00000188033.10	ENSG00000290812.1	.	.	upstream	downstream	mismatches(1)	.	.	.
ZNF490	ENSG00000286132	-/-	+/-	chr19:12579324	chr19:12094594	3'UTR	intron	deletion/5'-5'	0	0	0	3	1	low	.	.	.	.	.	ENSG00000188033.10	ENSG00000286132.1	.	.	upstream	downstream	mismatches(1)	.	.	.
ENSG00000269693	ENSG00000286132	-/-	+/-	chr19:12579324	chr19:12094594	3'UTR	intron	deletion/5'-5'	0	0	0	3	1	low	.	.	.	.	.	ENSG00000269693.1	ENSG00000286132.1	.	.	upstream	downstream	mismatches(1)	.	.	.
ZNF490	ZNF44	-/-	-/-	chr19:12579324	chr19:12249787	3'UTR	intron	deletion/read-through	0	0	0	3	1	low	.	.	.	.	.	ENSG00000188033.10	ENSG00000197857.16	.	.	upstream	downstream	mismatches(1)	.	.	.
MBD3L3	SH2D3A	-/-	-/-	chr19:7059282	chr19:6765622	5'UTR	intron	deletion/read-through	0	0	0	0	3	low	.	.	.	.	.	ENSG00000182315.10	ENSG00000125731.13	.	.	upstream	downstream	duplicates(1)	.	.	.
SH2D3A	INSR	-/.	-/.	chr19:6765622	chr19:7040821	intron	intergenic	deletion/read-through	0	0	0	3	0	low	.	.	.	.	.	ENSG00000125731.13	ENSG00000171105.14	.	.	downstream	upstream	duplicates(1)	.	.	.
ENSG00000269242	RPL10P16	-/-	-/-	chr19:12643848	chr19:12643799	3'UTR	exon	deletion/read-through	0	0	0	150	221	low	.	.	.	.	.	ENSG00000269242.1	ENSG00000178464.6	.	.	upstream	downstream	read_through	.	.	.
PPIAP58	PPIAP58(324),URI1(1667)	+/+	./+	chr19:29921624	chr19:29921977	exon	intergenic	deletion/read-through	0	0	0	126	45	low	.	.	.	.	.	ENSG00000267258.1	.	.	.	downstream	upstream	read_through	.	.	.
ENSG00000268643	ENSG00000268643	-/-	-/-	chr19:42236864	chr19:42240019	CDS	CDS	duplication	0	1	0	3	2	low	.	.	.	.	.	ENSG00000268643.2	ENSG00000268643.2	.	.	upstream	downstream	intragenic_exonic	.	.	.
GSK3A	ENSG00000268643	-/-	-/-	chr19:42236864	chr19:42240019	CDS	CDS	duplication	0	1	0	3	2	low	.	.	.	.	.	ENSG00000105723.13	ENSG00000268643.2	.	.	upstream	downstream	intragenic_exonic	.	.	.
SLC27A1	NIBAN3	+/+	+/+	chr19:17498629	chr19:17545491	3'UTR	3'UTR	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000130304.17	ENSG00000167483.19	.	.	downstream	upstream	mismatches	.	.	.
TIMM44	FBN3	-/-	-/-	chr19:7937843	chr19:8018746	exon	intergenic	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000104980.8	ENSG00000142449.13	.	.	downstream	upstream	mismatches(1)	.	.	.
VN1R6P(14679),ZNF845(3027)	RPL39P36	./+	+/+	chr19:53330722	chr19:53413338	intergenic	exon	deletion/read-through	0	0	0	77	25	low	.	.	.	.	.	.	ENSG00000239912.1	.	.	downstream	upstream	mismatches	.	.	.
OR7H1P(5802),ZNF699(5969)	ZNF559	./.	+/.	chr19:9285171	chr19:9332996	intergenic	intron	deletion/read-through	0	1	0	1	1	low	.	.	.	.	.	.	ENSG00000188321.14	.	.	downstream	upstream	min_support	.	.	.
ENSG00000267509	ENSG00000266893	+/.	-/.	chr19:28092729	chr19:28538610	intron	intron	deletion/5'-5'	0	0	0	11	4	low	.	.	.	.	.	ENSG00000267509.5	ENSG00000266893.1	.	.	downstream	upstream	duplicates	.	.	.
SIRT6	PTPRS	-/.	-/.	chr19:4615604	chr19:5299806	intergenic	intron	deletion	0	0	0	1	2	low	.	.	.	.	.	ENSG00000077463.15	ENSG00000105426.19	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000267509	ENSG00000283403	+/.	-/.	chr19:28092729	chr19:28538610	intron	intron	deletion/5'-5'	0	0	0	11	4	low	.	.	.	.	.	ENSG00000267509.5	ENSG00000283403.1	.	.	downstream	upstream	duplicates	.	.	.
ENSG00000268442(3165753),ERVK-28(309246)	ENSG00000266893	./.	-/.	chr19:27329237	chr19:28495950	intergenic	intron	deletion	0	1	0	4	4	low	.	.	.	.	.	.	ENSG00000266893.1	.	.	downstream	upstream	min_support	.	.	.
ENSG00000268442(3165753),ERVK-28(309246)	ENSG00000283403	./.	-/.	chr19:27329237	chr19:28495950	intergenic	intron	deletion	0	1	0	4	4	low	.	.	.	.	.	.	ENSG00000283403.1	.	.	downstream	upstream	min_support,mismatches(1),multimappers(1)	.	.	.
ENSG00000269242	RPL10P16	-/-	-/-	chr19:12643850	chr19:12643819	3'UTR	exon	deletion/read-through	0	0	0	150	201	low	.	.	.	.	.	ENSG00000269242.1	ENSG00000178464.6	.	.	upstream	downstream	read_through	.	.	.
ENSG00000267922	PPP5C	+/.	+/.	chr19:46140160	chr19:46379265	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000267922.1	ENSG00000011485.15	.	.	downstream	upstream	mismatches(1)	.	.	.
MEIOSIN	CCDC61	+/.	+/.	chr19:45748220	chr19:46004082	intron	intron	deletion/read-through	0	0	0	2	0	low	.	.	.	.	.	ENSG00000237452.3	ENSG00000104983.8	.	.	downstream	upstream	mismatches(1)	.	.	.
PGLYRP2	CYP4F12(17327),OR10H2(13523)	-/.	./.	chr19:15473508	chr19:15714501	intron	intergenic	deletion/read-through	0	0	0	2	3	low	.	.	.	.	.	ENSG00000161031.13	.	.	.	downstream	upstream	homopolymer(2)	.	.	.
RNASEH2A	CACNA1A	+/.	-/.	chr19:12808076	chr19:13367552	intron	intron	deletion/5'-5'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000104889.7	ENSG00000141837.22	.	.	downstream	upstream	duplicates(1)	.	.	.
THSD8	CACNA1A	+/.	-/.	chr19:12808076	chr19:13367552	intron	intron	deletion/5'-5'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000284491.3	ENSG00000141837.22	.	.	downstream	upstream	duplicates(1)	.	.	.
ENSG00000287603	FGF21(14869),RNU6-317P(19950)	-/.	./.	chr19:48550771	chr19:48773202	intron	intergenic	deletion/read-through	0	0	0	4	1	low	.	.	.	.	.	ENSG00000287603.1	.	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000287603	FUT2(4828),MAMSTR(1946)	-/.	./.	chr19:48550771	chr19:48710779	intron	intergenic	deletion/read-through	0	0	0	4	1	low	.	.	.	.	.	ENSG00000287603.1	.	.	.	downstream	upstream	mismatches	.	.	.
EBI3	YJU2	+/.	+/.	chr19:4232016	chr19:4264110	intron	intron	deletion/read-through	0	0	0	3	1	low	.	.	.	.	.	ENSG00000105246.6	ENSG00000105248.16	.	.	downstream	upstream	mismatches	.	.	.
SEPTIN7P8(2282),ENSG00000238150(37)	ENSG00000238150	./+	+/+	chr19:53775562	chr19:53775643	intergenic	exon	deletion/read-through	0	0	0	323	323	low	.	.	.	.	.	.	ENSG00000238150.1	.	.	downstream	upstream	read_through	.	.	.
EBI3	YJU2	+/.	+/.	chr19:4232016	chr19:4252452	intron	intron	deletion/read-through	0	0	0	3	1	low	.	.	.	.	.	ENSG00000105246.6	ENSG00000105248.16	.	.	downstream	upstream	mismatches	.	.	.
EBI3	PLIN4	+/.	-/.	chr19:4232016	chr19:4509159	intron	intron	deletion/read-through/5'-5'	0	0	0	3	1	low	.	.	.	.	.	ENSG00000105246.6	ENSG00000167676.5	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000267605	ZNF875	-/.	+/.	chr19:37236783	chr19:37315868	intron	intron	deletion/read-through/3'-3'	1	0	0	1	0	low	.	.	.	.	.	ENSG00000267605.8	ENSG00000181666.19	.	.	downstream	upstream	min_support	.	.	.
GPR4	NOVA2	-/.	-/.	chr19:45594234	chr19:45955761	intron	intron	deletion/read-through	0	0	0	2	2	low	.	.	.	.	.	ENSG00000177464.5	ENSG00000104967.8	.	.	downstream	upstream	mismatches	.	.	.
ERCC1	GPR4	-/.	-/.	chr19:45411562	chr19:45594193	intron	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000012061.17	ENSG00000177464.5	.	.	downstream	upstream	mismatches(1)	.	.	.
MRI1	C19orf53(13161),ZSWIM4(3509)	+/.	./.	chr19:13767940	chr19:13791934	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000037757.14	.	.	.	downstream	upstream	mismatches	.	.	.
TRPM4	SCAF1	+/.	+/.	chr19:49195989	chr19:49273424	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000130529.16	ENSG00000126461.15	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF324B	ZNF324	+/+	+/+	chr19:58455773	chr19:58471325	CDS	CDS	deletion/read-through	0	0	1	1	2	low	.	.	.	.	.	ENSG00000249471.8	ENSG00000083812.13	.	.	downstream	upstream	min_support	.	.	.
RPL31P61	ZNF527(5453),ENSG00000279936(2885)	+/+	./+	chr19:36902001	chr19:37398519	exon	intergenic	deletion	0	0	0	142	0	low	.	.	.	.	.	ENSG00000243297.2	.	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF807P(20485),SCGB1B2P(10848)	EEF1A1P7	./.	+/.	chr19:34565880	chr19:35383751	intergenic	exon	deletion	0	0	0	0	769	low	.	.	.	.	.	.	ENSG00000268222.1	.	.	downstream	upstream	mismatches(1)	.	.	.
CYP4F12	CYP4F11	+/.	-/.	chr19:15689232	chr19:15916680	intron	intron	deletion/read-through/5'-5'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000186204.15	ENSG00000171903.17	.	.	downstream	upstream	mismatches	.	.	.
CALR	CALR	+/+	+/+	chr19:12943846	chr19:12943778	CDS	CDS	duplication/ITD	0	0	0	33	44	low	.	.	.	.	.	ENSG00000179218.15	ENSG00000179218.15	.	.	downstream	upstream	hairpin(1)	.	.	.
SPC24	TSPAN16	-/.	+/.	chr19:11151757	chr19:11318855	intron	intron	deletion/read-through/3'-3'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000161888.12	ENSG00000130167.14	.	.	downstream	upstream	mismatches	.	.	.
SPC24	ENSG00000267174	-/.	-/.	chr19:11151757	chr19:11318855	intron	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000161888.12	ENSG00000267174.7	.	.	downstream	upstream	mismatches	.	.	.
BNIP3P36	ZNF730	+/.	+/.	chr19:22995672	chr19:23081556	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000271661.1	ENSG00000183850.14	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF728	ZNF730	-/.	+/.	chr19:22995672	chr19:23081556	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000269067.2	ENSG00000183850.14	.	.	downstream	upstream	mismatches(1)	.	.	.
SCGB2B2	LINC02965	-/.	+/.	chr19:34630853	chr19:34865879	intron	intron	deletion/read-through/3'-3'	0	0	1	2	2	low	.	.	.	.	.	ENSG00000205209.8	ENSG00000269086.3	.	.	downstream	upstream	min_support	.	.	.
SLC7A9	CEP89	-/.	-/.	chr19:32856981	chr19:32916839	intron	intron	deletion/read-through	1	0	0	1	1	low	.	.	.	.	.	ENSG00000021488.13	ENSG00000121289.18	.	.	downstream	upstream	min_support	.	.	.
RASGRP4	RYR1	-/.	+/.	chr19:38424276	chr19:38532300	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000171777.17	ENSG00000196218.14	.	.	downstream	upstream	read_through	.	.	.
ZNF14	ENSG00000269779(24373),ENSG00000268416(24935)	-/.	./.	chr19:19724484	chr19:20721988	intron	intergenic	deletion	0	0	0	2	1	low	.	.	.	.	.	ENSG00000105708.9	.	.	.	downstream	upstream	mismatches	.	.	.
SEPTIN7P8(2274),ENSG00000238150(45)	ENSG00000238150	./+	+/+	chr19:53775554	chr19:53775634	intergenic	exon	deletion/read-through	0	0	0	290	335	low	.	.	.	.	.	.	ENSG00000238150.1	.	.	downstream	upstream	read_through	.	.	.
LINC00665	RPL31P61	-/.	+/.	chr19:36312725	chr19:36901799	exon	exon	deletion/3'-3'	0	0	0	0	198	low	.	.	.	.	.	ENSG00000232677.11	ENSG00000243297.2	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000267053	RPL31P61	+/+	+/+	chr19:36312725	chr19:36901799	exon	exon	deletion	0	0	0	0	198	low	.	.	.	.	.	ENSG00000267053.9	ENSG00000243297.2	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF546	ENSG00000282951	+/.	-/.	chr19:40003210	chr19:40790585	intron	intron	deletion/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000187187.14	ENSG00000282951.1	.	.	downstream	upstream	mismatches	.	.	.
ZNF546	RAB4B-EGLN2	+/.	+/.	chr19:40003210	chr19:40790585	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000187187.14	ENSG00000171570.11	.	.	downstream	upstream	mismatches	.	.	.
ZNF546	RAB4B	+/.	+/.	chr19:40003210	chr19:40790585	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000187187.14	ENSG00000167578.18	.	.	downstream	upstream	mismatches	.	.	.
ZNF546	MIA-RAB4B	+/.	+/.	chr19:40003210	chr19:40790585	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000187187.14	ENSG00000268975.2	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000266977	ENSG00000267509	-/.	+/.	chr19:27855118	chr19:28090199	intron	intron	deletion/read-through/3'-3'	0	0	1	1	9	low	.	.	.	.	.	ENSG00000266977.2	ENSG00000267509.5	.	.	downstream	upstream	non_coding_neighbors	.	.	.
RPL39P38	MIR3188(3164),RPL39P38(18)	-/-	./-	chr19:18285412	chr19:18285325	exon	intergenic	deletion/read-through	0	0	0	109	109	low	.	.	.	.	.	ENSG00000241464.3	.	.	.	upstream	downstream	read_through	.	.	.
COL5A3	S1PR2	-/.	-/.	chr19:9994012	chr19:10225554	intron	intron	deletion/read-through	0	0	0	1	0	low	.	.	.	.	.	ENSG00000080573.7	ENSG00000267534.4	.	.	downstream	upstream	mismatches(1)	.	.	.
COL5A3	DNMT1	-/.	-/.	chr19:9994012	chr19:10225554	intron	intron	deletion/read-through	0	0	0	1	0	low	.	.	.	.	.	ENSG00000080573.7	ENSG00000130816.17	.	.	downstream	upstream	mismatches(1)	.	.	.
SMIM47	KLK12(1120),ENSG00000268390(7456)	-/.	./.	chr19:50787909	chr19:51036350	intron	intergenic	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000261341.7	.	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000286041	ENSG00000286041(14466),ENSG00000288790(7087)	-/.	./.	chr19:32177349	chr19:32198970	intron	intergenic	deletion/read-through	0	0	0	2	2	low	.	.	.	.	.	ENSG00000286041.1	.	.	.	downstream	upstream	read_through	.	.	.
ZNF114(5134),ODAD1(3715)	GRIN2D	./.	+/.	chr19:48292742	chr19:48424515	intergenic	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	.	ENSG00000105464.4	.	.	downstream	upstream	mismatches(1)	.	.	.
SAE1	TPRX1	+/.	-/.	chr19:47122144	chr19:47811746	intron	intron	deletion/5'-5'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000142230.13	ENSG00000178928.9	.	.	downstream	upstream	mismatches(1)	.	.	.
HNRNPMP2(4331),ENSG00000269014(12381)	SAE1	./.	+/.	chr19:46814514	chr19:47122110	intergenic	intron	deletion/read-through	0	0	0	6	2	low	.	.	.	.	.	.	ENSG00000142230.13	.	.	downstream	upstream	mismatches	.	.	.
SEPTIN7P8(2288),ENSG00000238150(31)	ENSG00000238150	./+	+/+	chr19:53775568	chr19:53775634	intergenic	exon	deletion/read-through	0	0	0	323	335	low	.	.	.	.	.	.	ENSG00000238150.1	.	.	downstream	upstream	read_through	.	.	.
NFIC	FZR1	+/.	+/.	chr19:3342713	chr19:3521590	intron	intron	deletion/read-through	0	1	0	1	1	low	.	.	.	.	.	ENSG00000141905.19	ENSG00000105325.15	.	.	downstream	upstream	min_support,mismatches(1)	.	.	.
SEPTIN7P8(2293),ENSG00000238150(26)	ENSG00000238150	./+	+/+	chr19:53775573	chr19:53775605	intergenic	exon	deletion/read-through	0	0	0	323	360	low	.	.	.	.	.	.	ENSG00000238150.1	.	.	downstream	upstream	read_through	.	.	.
IGSF23	NECTIN2	+/+	+/+	chr19:44613859	chr19:44862389	5'UTR	intron	deletion/read-through	0	0	0	0	1	low	.	.	.	.	.	ENSG00000216588.9	ENSG00000130202.10	.	.	downstream	upstream	mismatches	.	.	.
ZNF787	ZSCAN5A	-/.	-/.	chr19:56094105	chr19:56308406	intron	intron	deletion/read-through	0	1	0	1	1	low	.	.	.	.	.	ENSG00000142409.6	ENSG00000131848.10	.	.	downstream	upstream	min_support	.	.	.
OCEL1	NIBAN3	+/+	+/+	chr19:17228600	chr19:17546475	CDS	3'UTR	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000099330.9	ENSG00000167483.19	.	.	downstream	upstream	mismatches	.	.	.
NFILZ	MUC16	+/.	-/.	chr19:8659027	chr19:8856759	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000268480.4	ENSG00000181143.16	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF565	ZNF850	-/.	-/.	chr19:36223218	chr19:36742196	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000196357.12	ENSG00000267041.6	.	.	downstream	upstream	mismatches	.	.	.
CATSPERG	FAM98C	+/+	+/+	chr19:38337843	chr19:38404693	CDS	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000099338.23	ENSG00000130244.13	.	.	downstream	upstream	mismatches	.	.	.
GEMIN7-AS1	QPCTL	-/.	+/.	chr19:45086094	chr19:45699264	intron	intron	deletion/3'-3'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000267348.3	ENSG00000011478.13	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000287766(648),ZNF556(2259)	TLE6	./.	+/.	chr19:2865076	chr19:2986514	intergenic	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	.	ENSG00000104953.20	.	.	downstream	upstream	mismatches	.	.	.
VN1R6P(14670),ZNF845(3036)	ZNF813	./+	+/+	chr19:53330713	chr19:53495951	intergenic	3'UTR	deletion/read-through	0	0	0	80	25	low	.	.	.	.	.	.	ENSG00000198346.11	.	.	downstream	upstream	mismatches	.	.	.
VN1R6P(14670),ZNF845(3036)	ZNF525	./+	+/+	chr19:53330713	chr19:53386302	intergenic	3'UTR	deletion/read-through	0	0	0	80	95	low	.	.	.	.	.	.	ENSG00000203326.12	.	.	downstream	upstream	mismatches	.	.	.
KIR3DL1	NLRP4	+/.	+/.	chr19:54824611	chr19:55859863	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000167633.18	ENSG00000160505.16	.	.	downstream	upstream	mismatches(1)	.	.	.
AP3D1	GNA15-DT	-/.	-/.	chr19:2106464	chr19:3147470	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000065000.20	ENSG00000267551.3	.	.	downstream	upstream	mismatches(1)	.	.	.
NLRP12	NLRP12(2994),MYADM-AS1(27184)	-/.	./.	chr19:53809012	chr19:53827397	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000142405.23	.	.	.	downstream	upstream	read_through(1)	.	.	.
ZNF254	ENSG00000268442(35697),ERVK-28(3439302)	+/.	./.	chr19:24112204	chr19:24199181	intron	intergenic	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000213096.11	.	.	.	downstream	upstream	mismatches	.	.	.
MYO1F	NFILZ	-/.	+/.	chr19:8539080	chr19:8636232	intron	intron	deletion/read-through/3'-3'	0	0	0	5	1	low	.	.	.	.	.	ENSG00000142347.19	ENSG00000268480.4	.	.	downstream	upstream	mismatches	.	.	.
NOP53	SULT2A1(12892),BSPH1(68839)	+/+	./+	chr19:47746472	chr19:47899207	exon	intergenic	deletion/read-through	0	0	0	4	1	low	.	.	.	.	.	ENSG00000105373.19	.	.	.	downstream	upstream	mismatches	.	.	.
NOP53	LIG1	+/.	-/.	chr19:47899225	chr19:48129899	intergenic	intron	deletion/read-through/5'-5'	0	0	0	2	2	low	.	.	.	.	.	ENSG00000105373.19	ENSG00000105486.15	.	.	downstream	upstream	duplicates(1)	.	.	.
NOP53	LIG1	+/.	-/.	chr19:47797699	chr19:48129899	intergenic	intron	deletion/read-through/5'-5'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000105373.19	ENSG00000105486.15	.	.	downstream	upstream	mismatches(1)	.	.	.
LINC01002	MIER2	-/.	-/.	chr19:214949	chr19:338081	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000282508.2	ENSG00000105556.12	.	.	downstream	upstream	mismatches	.	.	.
IRF3	IRF3	-/-	-/-	chr19:49664995	chr19:49665067	5'UTR	5'UTR	duplication/ITD	0	0	0	2	2	low	.	.	.	.	.	ENSG00000126456.16	ENSG00000126456.16	.	.	upstream	downstream	small_insert_size	.	.	.
ZNF726	ZNF254	+/+	+/+	chr19:23919444	chr19:24106033	CDS	CDS	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000213967.12	ENSG00000213096.11	.	.	downstream	upstream	mismatches	.	.	.
NR1H2	GARIN5A	+/.	-/.	chr19:50346582	chr19:50474428	intron	intron	deletion/read-through/5'-5'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000131408.15	ENSG00000142530.11	.	.	downstream	upstream	mismatches(1)	.	.	.
LGALS7(14063),LGALS7B(1620)	NFKBIB	./.	+/.	chr19:38787580	chr19:38902190	intergenic	intron	deletion/read-through	0	0	0	3	1	low	.	.	.	.	.	.	ENSG00000104825.17	.	.	downstream	upstream	mismatches	.	.	.
EBI3(2459),ENSG00000280247(6352)	SH3GL1	./.	-/.	chr19:4239987	chr19:4399158	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000141985.9	.	.	downstream	upstream	mismatches	.	.	.
ADGRE4P	EVI5L	-/.	+/.	chr19:6987251	chr19:7705072	intron	intergenic	deletion/3'-3'	0	0	0	6	0	low	.	.	.	.	.	ENSG00000268758.8	ENSG00000142459.9	.	.	downstream	upstream	duplicates(1)	.	.	.
CD209	ENSG00000290427	-/-	-/-	chr19:7741296	chr19:6987251	3'UTR	intron	deletion	0	0	0	0	6	low	.	.	.	.	.	ENSG00000090659.18	ENSG00000290427.1	.	.	upstream	downstream	duplicates(1)	.	.	.
VAV1(7022),ADGRE1(23178)	CAMSAP3	./.	+/.	chr19:6864388	chr19:7608663	intergenic	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000076826.10	.	.	downstream	upstream	mismatches	.	.	.
ADGRE4P	TEX45	-/.	+/.	chr19:6987251	chr19:7499138	intron	intron	deletion/3'-3'	0	0	0	6	0	low	.	.	.	.	.	ENSG00000268758.8	ENSG00000198723.11	.	.	downstream	upstream	duplicates(1)	.	.	.
ENSG00000290427	TEX45	-/.	+/.	chr19:6987251	chr19:7499138	intron	intron	deletion/3'-3'	0	0	0	6	0	low	.	.	.	.	.	ENSG00000290427.1	ENSG00000198723.11	.	.	downstream	upstream	duplicates(1)	.	.	.
ADGRE4P	ENSG00000290088	-/.	+/.	chr19:6987251	chr19:7808828	intron	intron	deletion/3'-3'	0	0	0	6	0	low	.	.	.	.	.	ENSG00000268758.8	ENSG00000290088.1	.	.	downstream	upstream	duplicates(1)	.	.	.
ENSG00000290427	ENSG00000290088	-/.	+/.	chr19:6987251	chr19:7808828	intron	intron	deletion/3'-3'	0	0	0	6	0	low	.	.	.	.	.	ENSG00000290427.1	ENSG00000290088.1	.	.	downstream	upstream	duplicates(1)	.	.	.
EVI5L(2866),PRR36(877)	CERS4	./.	+/.	chr19:7867842	chr19:8252252	intergenic	intron	deletion/read-through	0	0	0	2	2	low	.	.	.	.	.	.	ENSG00000090661.12	.	.	downstream	upstream	mismatches	.	.	.
ADGRE4P	ENSG00000290088	-/.	+/.	chr19:6987251	chr19:7809378	intron	intron	deletion/3'-3'	0	0	0	6	0	low	.	.	.	.	.	ENSG00000268758.8	ENSG00000290088.1	.	.	downstream	upstream	duplicates(1)	.	.	.
ENSG00000290427	ENSG00000290088	-/.	+/.	chr19:6987251	chr19:7809378	intron	intron	deletion/3'-3'	0	0	0	6	0	low	.	.	.	.	.	ENSG00000290427.1	ENSG00000290088.1	.	.	downstream	upstream	duplicates(1)	.	.	.
ADGRE4P	EVI5L	-/.	+/.	chr19:6987251	chr19:7653691	intron	intergenic	deletion/3'-3'	0	0	0	6	0	low	.	.	.	.	.	ENSG00000268758.8	ENSG00000142459.9	.	.	downstream	upstream	mismatches(1)	.	.	.
INSR	FCER2(18161),CLEC4G(8650)	-/.	./.	chr19:7257085	chr19:7720307	intron	intergenic	deletion	0	0	0	4	0	low	.	.	.	.	.	ENSG00000171105.14	.	.	.	downstream	upstream	duplicates(2)	.	.	.
INSR	ARHGEF18(2037),PEX11G(2353)	-/.	./.	chr19:7257085	chr19:7474522	intron	intergenic	deletion/read-through	0	0	0	4	0	low	.	.	.	.	.	ENSG00000171105.14	.	.	.	downstream	upstream	mismatches(2)	.	.	.
DNM2	C19orf38	+/.	+/.	chr19:10791016	chr19:10853845	intron	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000079805.19	ENSG00000214212.9	.	.	downstream	upstream	duplicates(1)	.	.	.
QTRT1	C19orf38	+/.	+/.	chr19:10704095	chr19:10853845	intron	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000213339.9	ENSG00000214212.9	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000273654	RPS18P13	+/+	+/+	chr19:18031337	chr19:18048883	exon	exon	deletion/read-through	0	0	0	4	365	low	.	.	.	.	.	ENSG00000273654.1	ENSG00000243455.3	.	.	downstream	upstream	mismatches(1)	.	.	.
HNRNPA1P52	HNRNPA1P52(34),ENSG00000278239(2714)	+/+	./+	chr19:41830936	chr19:41830972	exon	intergenic	deletion/read-through	0	0	0	6	6	low	.	.	.	.	.	ENSG00000269119.1	.	.	.	downstream	upstream	read_through	.	.	.
PTPRS	RANBP3	-/.	-/.	chr19:5197964	chr19:5963510	intron	intron	deletion	0	0	0	2	1	low	.	.	.	.	.	ENSG00000105426.19	ENSG00000031823.14	.	.	downstream	upstream	mismatches(1)	.	.	.
