#gene1	gene2	strand1(gene/fusion)	strand2(gene/fusion)	breakpoint1	breakpoint2	site1	site2	type	split_reads1	split_reads2	discordant_mates	coverage1	coverage2	confidence	reading_frame	tags	retained_protein_domains	closest_genomic_breakpoint1	closest_genomic_breakpoint2	gene_id1	gene_id2	transcript_id1	transcript_id2	direction1	direction2	filters	fusion_transcript	peptide_sequence	read_identifiers
RPL12P41	HIF3A	+/+	+/+	chr19:46219500	chr19:46304906	exon	intron	deletion/read-through	0	0	0	25	0	low	.	.	.	.	.	ENSG00000269637.1	ENSG00000124440.16	.	.	downstream	upstream	mismatches(1)	.	.	.
PINLYP	ZNF225	+/.	+/.	chr19:43579419	chr19:44114623	intron	intron	deletion	0	0	0	2	1	low	.	.	.	.	.	ENSG00000234465.11	ENSG00000256294.8	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000268833(4426),CEACAM3(5268)	ENSG00000285505	./.	-/.	chr19:41791319	chr19:41973399	intergenic	intron	deletion/read-through	0	0	0	2	0	low	.	.	.	.	.	.	ENSG00000285505.1	.	.	downstream	upstream	mismatches(2)	.	.	.
LDLR	SPC24	+/.	-/.	chr19:11113999	chr19:11150096	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000130164.15	ENSG00000161888.12	.	.	downstream	upstream	mismatches	.	.	.
PLIN3	UHRF1	-/.	+/.	chr19:4858114	chr19:4948613	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105355.9	ENSG00000276043.5	.	.	downstream	upstream	mismatches	.	.	.
ZNF730	ZNF675(17650),ZNF681(34325)	+/.	./.	chr19:23089892	chr19:23704870	intron	intergenic	deletion	0	1	0	1	1	low	.	.	.	.	.	ENSG00000183850.14	.	.	.	downstream	upstream	min_support	.	.	.
OLFM2	C3P1	-/.	+/.	chr19:10023899	chr19:10060856	intergenic	intron	deletion/read-through/3'-3'	0	0	0	2	2	low	.	.	.	.	.	ENSG00000105088.9	ENSG00000167798.20	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000280171	ENSG00000269779(10097),ENSG00000268416(39211)	+/.	./.	chr19:20694235	chr19:20707712	intron	intergenic	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000280171.1	.	.	.	downstream	upstream	read_through	.	.	.
PRSS57	PALM(742),MISP(2041)	-/.	./.	chr19:689964	chr19:749071	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000185198.12	.	.	.	downstream	upstream	mismatches	.	.	.
ACER1	DENND1C	-/.	-/.	chr19:6320607	chr19:6469337	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000167769.5	ENSG00000205744.10	.	.	downstream	upstream	mismatches	.	.	.
ZNF562	DNMT1	-/.	-/.	chr19:9662382	chr19:10147432	intron	intron	deletion	0	0	0	1	2	low	.	.	.	.	.	ENSG00000171466.10	ENSG00000130816.17	.	.	downstream	upstream	duplicates	.	.	.
ZNF544	RPS5	+/.	+/.	chr19:58270428	chr19:58390578	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000198131.15	ENSG00000083845.9	.	.	downstream	upstream	mismatches	.	.	.
ZNF283(14514),ZNF404(5834)	ZNF227	./.	+/.	chr19:43866531	chr19:44226046	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000131115.16	.	.	downstream	upstream	mismatches	.	.	.
CRX	PLA2G4C	+/.	-/.	chr19:47837370	chr19:48079054	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105392.17	ENSG00000105499.14	.	.	downstream	upstream	mismatches	.	.	.
SPTBN4	RAB4B	+/.	+/.	chr19:40541851	chr19:40789610	intron	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000160460.17	ENSG00000167578.18	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000274800(13622),ZNF682(3826)	ZNF682	./.	-/.	chr19:19993232	chr19:20010849	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000197124.12	.	.	downstream	upstream	read_through	.	.	.
ZNF790	ZNF345	-/.	+/.	chr19:36846452	chr19:36886869	intron	intron	deletion/read-through/3'-3'	0	0	0	3	1	low	.	.	.	.	.	ENSG00000197863.9	ENSG00000251247.13	.	.	downstream	upstream	read_through	.	.	.
NCR1	NLRP7	+/.	-/.	chr19:54915510	chr19:54932287	intron	intron	deletion/read-through/5'-5'	0	0	0	2	2	low	.	.	.	.	.	ENSG00000189430.13	ENSG00000167634.12	.	.	downstream	upstream	read_through(1)	.	.	.
TSPAN16	PRKCSH	+/.	+/.	chr19:11318108	chr19:11443858	intron	intron	deletion/read-through	0	0	0	1	3	low	.	.	.	.	.	ENSG00000130167.14	ENSG00000130175.10	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF417	ZNF329	-/.	-/.	chr19:57906919	chr19:57930844	3'UTR	intergenic	deletion/read-through	0	1	0	1	0	low	.	.	.	.	.	ENSG00000173480.11	ENSG00000181894.15	.	.	downstream	upstream	min_support	.	.	.
SEMA6B	ENSG00000267408(6134),TNFAIP8L1(11075)	-/.	./.	chr19:4548766	chr19:4628441	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000167680.17	.	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000268870	ENSG00000196826	-/.	-/.	chr19:12406080	chr19:12493420	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000268870.1	ENSG00000196826.7	.	.	downstream	upstream	mismatches	.	.	.
TMC4	RPS9	-/.	+/.	chr19:54166807	chr19:54243519	intron	intron	deletion/read-through/3'-3'	0	0	0	3	2	low	.	.	.	.	.	ENSG00000167608.12	ENSG00000170889.14	.	.	downstream	upstream	duplicates	.	.	.
ENSG00000283403	VSTM2B-DT	-/.	-/.	chr19:28677575	chr19:29463141	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000283403.1	ENSG00000264515.7	.	.	downstream	upstream	mismatches(1)	.	.	.
FAM32A(789),ENSG00000287961(4245)	KLF2-DT	./.	-/.	chr19:16192835	chr19:16307692	intergenic	intron	deletion/read-through	0	0	0	3	5	low	.	.	.	.	.	.	ENSG00000267275.1	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000269035	SLC27A1	-/.	+/.	chr19:17447072	chr19:17490943	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000269035.1	ENSG00000130304.17	.	.	downstream	upstream	mismatches	.	.	.
LDLR	ZNF441	+/.	+/.	chr19:11100927	chr19:11775565	intron	intron	deletion	0	0	0	1	2	low	.	.	.	.	.	ENSG00000130164.15	ENSG00000197044.11	.	.	downstream	upstream	mismatches	.	.	.
PLIN4	SEMA6B	-/.	-/.	chr19:4508313	chr19:4560171	intron	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000167676.5	ENSG00000167680.17	.	.	downstream	upstream	mismatches	.	.	.
PSG11-AS1	PSG9	+/.	-/.	chr19:43164978	chr19:43244359	intron	intron	deletion/read-through/5'-5'	0	0	0	0	3	low	.	.	.	.	.	ENSG00000282943.1	ENSG00000183668.18	.	.	downstream	upstream	mismatches	.	.	.
ZNF625	ENSG00000268870	-/.	-/.	chr19:12147025	chr19:12415849	intron	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000257591.6	ENSG00000268870.1	.	.	downstream	upstream	mismatches(1)	.	.	.
CEP89	WDR88	-/-	+/-	chr19:32878002	chr19:33170105	3'UTR	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000121289.18	ENSG00000166359.11	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000291130	ENSG00000269043	-/.	+/.	chr19:20383024	chr19:20494333	intron	intron	deletion/read-through/3'-3'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000291130.1	ENSG00000269043.2	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF627	ENSG00000257355	+/.	-/.	chr19:11616071	chr19:12039128	intron	intron	deletion/5'-5'	0	0	0	2	0	low	.	.	.	.	.	ENSG00000198551.10	ENSG00000257355.1	.	.	downstream	upstream	duplicates	.	.	.
EVI5L	ENSG00000267939(26182),CCL25(10111)	+/.	./.	chr19:7839246	chr19:8042207	intron	intergenic	deletion/read-through	0	0	0	1	3	low	.	.	.	.	.	ENSG00000142459.9	.	.	.	downstream	upstream	mismatches	.	.	.
LGALS14(9355),ENSG00000278813(7231)	ZNF780B	./.	-/.	chr19:39718799	chr19:40042896	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000128000.17	.	.	downstream	upstream	mismatches	.	.	.
ZNF85	ENSG00000268326	+/.	+/.	chr19:20929291	chr19:20978048	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105750.15	ENSG00000268326.1	.	.	downstream	upstream	mismatches	.	.	.
ZNF627	ZNF627(8585),ENSG00000197332(12008)	+/.	./.	chr19:11616071	chr19:11627746	intron	intergenic	deletion/read-through	0	0	0	2	0	low	.	.	.	.	.	ENSG00000198551.10	.	.	.	downstream	upstream	read_through	.	.	.
CEACAM22P	CEACAM16-AS1	-/.	-/.	chr19:44565295	chr19:44679808	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000290603.1	ENSG00000266903.3	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000269066	ENSG00000269307	-/-	+/-	chr19:17095828	chr19:17270754	exon	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000269066.1	ENSG00000269307.1	.	.	downstream	upstream	mismatches(1)	.	.	.
BCAM(6997),NECTIN2(17757)	NECTIN2	./.	+/.	chr19:44828418	chr19:44885079	intergenic	intron	deletion/read-through	0	0	0	4	5	low	.	.	.	.	.	.	ENSG00000130202.10	.	.	downstream	upstream	mismatches(1)	.	.	.
SEPTIN7P8(2314),ENSG00000238150(5)	ENSG00000238150	./+	+/+	chr19:53775594	chr19:53775624	intergenic	exon	deletion/read-through	0	0	0	221	256	low	.	.	.	.	.	.	ENSG00000238150.1	.	.	downstream	upstream	read_through	.	.	.
ENSG00000290008	PGLYRP2	+/.	-/.	chr19:15335871	chr19:15472377	intron	intron	deletion/read-through/5'-5'	0	0	0	2	2	low	.	.	.	.	.	ENSG00000290008.1	ENSG00000161031.13	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF347	ZNF665	-/.	-/.	chr19:53130005	chr19:53179088	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000197937.13	ENSG00000197497.11	.	.	downstream	upstream	mismatches	.	.	.
ZNF554	TLE2	+/.	-/.	chr19:2830003	chr19:3001858	intron	intron	deletion/read-through/5'-5'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000172006.12	ENSG00000065717.16	.	.	downstream	upstream	mismatches	.	.	.
MIA	CYP2A7P1(16249),CYP2G2P(6480)	+/.	./.	chr19:40772608	chr19:41043969	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000261857.7	.	.	.	downstream	upstream	mismatches(1)	.	.	.
GSK3A	POU2F2	-/-	-/-	chr19:42235063	chr19:42145869	CDS	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105723.13	ENSG00000028277.22	.	.	upstream	downstream	inconsistently_clipped(1)	.	.	.
POU2F2	POU2F2	-/-	-/-	chr19:42091002	chr19:42091069	3'UTR	3'UTR	duplication/ITD	0	0	0	1	1	low	.	.	.	.	.	ENSG00000028277.22	ENSG00000028277.22	.	.	upstream	downstream	duplicates(1),inconsistently_clipped(1)	.	.	.
ZNF146	ZNF565(933),ENSG00000267053(10472)	+/.	./.	chr19:36233594	chr19:36247190	intron	intergenic	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000167635.12	.	.	.	downstream	upstream	read_through(1)	.	.	.
ZNF610	ZNF578	+/+	+/+	chr19:52354543	chr19:52514715	intron	3'UTR	deletion/read-through	0	0	0	2	2	low	.	.	.	.	.	ENSG00000167554.15	ENSG00000258405.11	.	.	downstream	upstream	mismatches(2)	.	.	.
BBC3	DHX34	-/.	+/.	chr19:47222907	chr19:47367839	intron	intron	deletion/read-through/3'-3'	1	0	0	1	1	low	.	.	.	.	.	ENSG00000105327.18	ENSG00000134815.19	.	.	downstream	upstream	min_support	.	.	.
LINC01837	LINC01533(21999),LINC01782(6280)	-/.	./.	chr19:32032153	chr19:32095808	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000267489.5	.	.	.	downstream	upstream	mismatches	.	.	.
C3P1	MRPL4	+/.	+/.	chr19:10045891	chr19:10253301	intron	intron	deletion/read-through	0	0	0	6	6	low	.	.	.	.	.	ENSG00000291164.1	ENSG00000105364.14	.	.	downstream	upstream	mismatches(1)	.	.	.
BAX	TRPM4	+/.	+/.	chr19:48960499	chr19:49192306	intron	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000087088.21	ENSG00000130529.16	.	.	downstream	upstream	mismatches	.	.	.
ZNF818P	BIRC8(726),FAM90A28P(6896)	+/+	./+	chr19:53214311	chr19:53292152	exon	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000269001.5	.	.	.	downstream	upstream	mismatches	.	.	.
RN7SL708P(1504),SNRNP70(2285)	FLT3LG	./.	+/.	chr19:49083134	chr19:49484728	intergenic	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000090554.13	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF99(4180),ZNF723(43960)	ENSG00000268296	./.	-/.	chr19:22788331	chr19:22905568	intergenic	intron	deletion/read-through	0	0	0	1	3	low	.	.	.	.	.	.	ENSG00000268296.2	.	.	downstream	upstream	mismatches	.	.	.
ZNF816-ZNF321P	ZNF813	-/.	+/.	chr19:52933616	chr19:53469016	intron	intron	deletion/3'-3'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000221874.4	ENSG00000198346.11	.	.	downstream	upstream	duplicates(1)	.	.	.
ACP7	LRFN1	+/.	-/.	chr19:39099761	chr19:39118219	intron	intergenic	deletion/read-through/5'-5'	0	0	0	1	0	low	.	.	.	.	.	ENSG00000183760.11	ENSG00000128011.5	.	.	downstream	upstream	read_through(1)	.	.	.
FTL	FTL	+/+	+/+	chr19:48965608	chr19:48965381	CDS/splice-site	5'UTR	duplication	0	0	0	115	132	low	.	.	.	.	.	ENSG00000087086.15	ENSG00000087086.15	.	.	downstream	upstream	hairpin(1)	.	.	.
ITPKC	TGFB1	+/.	-/.	chr19:40720152	chr19:41177756	intron	intergenic	deletion/5'-5'	0	0	0	0	1	low	.	.	.	.	.	ENSG00000086544.4	ENSG00000105329.11	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000290427	QTRT1(1767),DNM2(2851)	-/.	./.	chr19:6985445	chr19:10715204	intron	intergenic	deletion	0	0	0	2	1	low	.	.	.	.	.	ENSG00000290427.1	.	.	.	downstream	upstream	mismatches	.	.	.
POLRMT	MISP(1535),ENSG00000272473(15149)	-/.	./.	chr19:626647	chr19:765853	intron	intergenic	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000099821.14	.	.	.	downstream	upstream	mismatches	.	.	.
ELAVL1	FBN3(21708),ENSG00000269651(1972)	-/.	./.	chr19:7976187	chr19:8171300	intron	intergenic	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000066044.15	.	.	.	downstream	upstream	mismatches(1)	.	.	.
PDE4A	ZNF653	+/.	-/.	chr19:10434345	chr19:11492264	intron	intron	deletion/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000065989.16	ENSG00000161914.10	.	.	downstream	upstream	mismatches	.	.	.
ZNF850	CTBP2P7(11984),ZNF260(544)	-/-	./-	chr19:36745642	chr19:36510143	3'UTR	intergenic	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000267041.6	.	.	.	upstream	downstream	mismatches	.	.	.
RFX2	ACER1	-/.	-/.	chr19:6129669	chr19:6328743	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000087903.13	ENSG00000167769.5	.	.	downstream	upstream	mismatches	.	.	.
NLRP2	MIR7975(8854),TNNT1(552)	+/.	./.	chr19:54987854	chr19:55132146	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000022556.16	.	.	.	downstream	upstream	mismatches	.	.	.
CAMSAP3	LRRC8E	+/.	+/.	chr19:7601646	chr19:7896478	intron	intron	deletion/read-through	0	0	0	5	2	low	.	.	.	.	.	ENSG00000076826.10	ENSG00000171017.11	.	.	downstream	upstream	duplicates(1),mismatches(1)	.	.	.
ZNF490	PRDX2	-/.	-/.	chr19:12639231	chr19:12798386	intron	intron	deletion/read-through	0	0	0	1	5	low	.	.	.	.	.	ENSG00000188033.10	ENSG00000167815.12	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000196826	ZNF791	-/.	+/.	chr19:12491735	chr19:12624966	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000196826.7	ENSG00000173875.14	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000286632	ZSCAN22	+/.	+/.	chr19:58172429	chr19:58332356	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000286632.1	ENSG00000182318.6	.	.	downstream	upstream	mismatches(1)	.	.	.
NAPSB	LRRC4B	-/.	-/.	chr19:50343699	chr19:50541301	intron	intron	deletion/read-through	0	0	0	1	8	low	.	.	.	.	.	ENSG00000291230.1	ENSG00000131409.13	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000269755	ZNF791	-/-	+/-	chr19:12480456	chr19:12631505	intron	3'UTR	deletion/read-through/3'-3'	0	0	0	3	0	low	.	.	.	.	.	ENSG00000269755.1	ENSG00000173875.14	.	.	downstream	upstream	mismatches(1)	.	.	.
TLE6	TLE5	+/.	-/.	chr19:2984651	chr19:3060523	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000104953.20	ENSG00000104964.15	.	.	downstream	upstream	mismatches	.	.	.
ZNF541	BICRA	-/.	+/.	chr19:47555341	chr19:47655816	intron	intron	deletion/read-through/3'-3'	0	0	0	3	1	low	.	.	.	.	.	ENSG00000118156.13	ENSG00000063169.12	.	.	downstream	upstream	mismatches	.	.	.
NLRP5	GALP	+/.	+/.	chr19:56013368	chr19:56184653	intron	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000171487.16	ENSG00000197487.9	.	.	downstream	upstream	mismatches	.	.	.
AP1M1	KLF2-DT	+/+	-/+	chr19:16245363	chr19:16314908	3'UTR	intron	deletion/read-through/5'-5'	0	0	0	5	0	low	.	.	.	.	.	ENSG00000072958.9	ENSG00000267275.1	.	.	downstream	upstream	mismatches(1)	.	.	.
VN1R96P(6328),MAP3K10(62930)	HIPK4	./.	-/.	chr19:40128496	chr19:40388210	intergenic	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	.	ENSG00000160396.9	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF676	ZNF98	-/.	-/.	chr19:22189274	chr19:22393606	intron	intron	deletion/read-through	0	0	1	1	2	low	.	.	.	.	.	ENSG00000196109.9	ENSG00000197360.9	.	.	downstream	upstream	min_support	.	.	.
ENSG00000267360	SIPA1L3	-/.	+/.	chr19:37199917	chr19:38043215	intron	intron	deletion/3'-3'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000267360.6	ENSG00000105738.11	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000268790	NWD1	-/.	+/.	chr19:16601376	chr19:16791892	intron	intron	deletion/read-through/3'-3'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000268790.5	ENSG00000188039.17	.	.	downstream	upstream	mismatches	.	.	.
PPIAP58	PPIAP58(324),URI1(1667)	+/+	./+	chr19:29921634	chr19:29921977	exon	intergenic	deletion/read-through	0	0	0	102	41	low	.	.	.	.	.	ENSG00000267258.1	.	.	.	downstream	upstream	read_through	.	.	.
SLC7A9	GPATCH1	-/-	+/-	chr19:32839339	chr19:33113228	intron	exon	deletion/read-through/3'-3'	0	0	0	0	2	low	.	.	.	.	.	ENSG00000021488.13	ENSG00000076650.7	.	.	downstream	upstream	mismatches(1)	.	.	.
IZUMO2(20265),MYH14(4640)	MYH14	./.	+/.	chr19:50183546	chr19:50302755	intergenic	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	.	ENSG00000105357.20	.	.	downstream	upstream	read_through	.	.	.
RPL39P38	MIR3188(3112),RPL39P38(70)	-/-	./-	chr19:18285370	chr19:18285273	exon	intergenic	deletion/read-through	0	0	0	78	53	low	.	.	.	.	.	ENSG00000241464.3	.	.	.	upstream	downstream	read_through	.	.	.
SLC25A42	ATP13A1	+/.	-/.	chr19:19076392	chr19:19661002	intron	intron	deletion/5'-5'	0	0	0	5	1	low	.	.	.	.	.	ENSG00000181035.14	ENSG00000105726.17	.	.	downstream	upstream	mismatches(1)	.	.	.
NFIC	TJP3	+/.	+/.	chr19:3385654	chr19:3487650	intron	intergenic	deletion/read-through	0	1	0	1	3	low	.	.	.	.	.	ENSG00000141905.19	ENSG00000105289.15	.	.	downstream	upstream	min_support	.	.	.
RN7SL70P(22881),SUGP2(9749)	MEF2B	./.	-/.	chr19:18981139	chr19:19168499	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000213999.17	.	.	downstream	upstream	mismatches	.	.	.
CAPNS1	ZFP82	+/.	-/.	chr19:36144320	chr19:36411124	intron	intron	deletion/read-through/5'-5'	0	0	0	0	3	low	.	.	.	.	.	ENSG00000126247.11	ENSG00000181007.9	.	.	downstream	upstream	duplicates	.	.	.
ENSG00000290073	ZNF160	+/.	-/.	chr19:52610417	chr19:53073905	intron	intron	deletion/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000290073.1	ENSG00000170949.18	.	.	downstream	upstream	mismatches	.	.	.
ZNF83	ZNF160	-/.	-/.	chr19:52610417	chr19:53073905	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000167766.21	ENSG00000170949.18	.	.	downstream	upstream	mismatches	.	.	.
SAFB	RFX2	+/.	-/.	chr19:5859138	chr19:6079761	intergenic	intron	deletion/read-through/5'-5'	0	0	0	6	0	low	.	.	.	.	.	ENSG00000160633.13	ENSG00000087903.13	.	.	downstream	upstream	mismatches(1)	.	.	.
ELSPBP1	CARD8	+/.	-/.	chr19:48021494	chr19:48239526	intron	intron	deletion/read-through/5'-5'	0	0	0	1	3	low	.	.	.	.	.	ENSG00000169393.10	ENSG00000105483.18	.	.	downstream	upstream	mismatches	.	.	.
EPS15L1	SMIM7	-/.	-/.	chr19:16448642	chr19:16656695	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000127527.14	ENSG00000214046.9	.	.	downstream	upstream	mismatches	.	.	.
EEF1A1P7	NPHS1	+/+	-/+	chr19:35383015	chr19:35844489	exon	intron	deletion/5'-5'	0	0	0	641	0	low	.	.	.	.	.	ENSG00000268222.1	ENSG00000161270.20	.	.	downstream	upstream	duplicates(1),mismatches(1)	.	.	.
RPS4XP21	RPS4XP20	-/-	-/-	chr19:34092659	chr19:34022750	exon	exon	deletion/read-through	0	0	0	15	89	low	.	.	.	.	.	ENSG00000186008.7	ENSG00000249987.1	.	.	upstream	downstream	mismatches	.	.	.
LSR	LINC01531	+/.	+/.	chr19:35250921	chr19:35415171	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105699.17	ENSG00000205786.8	.	.	downstream	upstream	mismatches	.	.	.
MYO1F	NFILZ	-/.	+/.	chr19:8522160	chr19:8651345	intron	intron	deletion/read-through/3'-3'	0	0	0	1	0	low	.	.	.	.	.	ENSG00000142347.19	ENSG00000268480.4	.	.	downstream	upstream	mismatches	.	.	.
LINC01801	LINC01531(238),ENSG00000233214(4439)	-/.	./.	chr19:34829887	chr19:35419623	intron	intergenic	deletion	0	0	0	3	3	low	.	.	.	.	.	ENSG00000267767.3	.	.	.	downstream	upstream	mismatches	.	.	.
TBXA2R	TJP3	-/.	+/.	chr19:3601708	chr19:3745030	intron	intron	deletion/read-through/3'-3'	0	0	0	4	0	low	.	.	.	.	.	ENSG00000006638.13	ENSG00000105289.15	.	.	downstream	upstream	duplicates(1),mismatches(1)	.	.	.
CSNK1G2	DOHH	+/.	-/.	chr19:1952482	chr19:3498552	intron	intron	deletion/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000133275.16	ENSG00000129932.10	.	.	downstream	upstream	mismatches	.	.	.
OAZ1	CALM3	+/.	+/.	chr19:2273088	chr19:46609403	CDS	3'UTR	inversion/3'-3'	0	0	0	33	14	low	.	.	.	.	.	ENSG00000104904.12	ENSG00000160014.17	.	.	upstream	upstream	mismatches	.	.	.
ZNF442	ENSG00000269755	-/.	-/.	chr19:12360960	chr19:12480453	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000198342.10	ENSG00000269755.1	.	.	downstream	upstream	mismatches(1)	.	.	.
FGF21(2122),RNU6-317P(32697)	PPFIA3	./.	+/.	chr19:48760455	chr19:49126029	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000177380.14	.	.	downstream	upstream	mismatches	.	.	.
PRKD2	FKRP	-/.	+/.	chr19:46707883	chr19:46749512	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105287.13	ENSG00000181027.11	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000278895	ENSG00000288072(99025),ENSG00000267223(34748)	+/+	./+	chr19:29915969	chr19:30184918	exon	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000278895.1	.	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000288618	RAB8A	-/.	+/.	chr19:15826671	chr19:16130971	intron	intron	deletion/read-through/3'-3'	0	0	0	2	5	low	.	.	.	.	.	ENSG00000288618.1	ENSG00000167461.12	.	.	downstream	upstream	mismatches(1)	.	.	.
CDC37	PDE4A	-/.	+/.	chr19:10402111	chr19:10422641	intron	intron	deletion/read-through/3'-3'	0	0	0	2	0	low	.	.	.	.	.	ENSG00000105401.9	ENSG00000065989.16	.	.	downstream	upstream	read_through(1)	.	.	.
R3HDM4	STK11	-/.	+/.	chr19:906362	chr19:923140	intron	intergenic	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000198858.10	ENSG00000118046.17	.	.	downstream	upstream	read_through(1)	.	.	.
ZNF44	DAND5	-/.	+/.	chr19:12288664	chr19:12967464	intron	intron	deletion/3'-3'	0	0	0	2	2	low	.	.	.	.	.	ENSG00000197857.16	ENSG00000179284.6	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000291130(1943),ENSG00000269043(5623)	ENSG00000269043	./.	+/.	chr19:20426929	chr19:20510736	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000269043.2	.	.	downstream	upstream	read_through	.	.	.
TYK2	CDC37	-/.	-/.	chr19:10367464	chr19:10413705	intron	intron	deletion/read-through	0	0	0	3	1	low	.	.	.	.	.	ENSG00000105397.15	ENSG00000105401.9	.	.	downstream	upstream	mismatches	.	.	.
